Ensembl_GeneID	GeneSymbol	DCMvsControl_male_logFC	DCMvsControl_male_P.Value	DCMvsControl_male_adj.P.Val	DCMvsControl_female_logFC	DCMvsControl_female_P.Value	DCMvsControl_female_adj.P.Val
ENSG00000117091	CD48	0.973858674387232	1.37681855400241e-10	1.55413722817622e-09	1.46102018276184	1.90275588303185e-18	9.11086866481218e-17
ENSG00000133962	CATSPERB	-1.46549676477268	3.82078359738532e-19	1.39788211157156e-17	-1.53486021490134	1.93324049875433e-18	9.23555650680777e-17
ENSG00000249307	LINC01088	-1.26204186522597	4.4272728407591e-14	8.30353401658979e-13	-1.59173296455907	1.94238141269533e-18	9.25794223330773e-17
ENSG00000223865	HLA-DPB1	0.943341016536385	4.44694700315119e-17	1.2641861241106e-15	1.05854754256297	1.96288901535393e-18	9.33427840459267e-17
ENSG00000142765	SYTL1	1.06545468968077	3.2561362973968e-08	2.48497129622486e-07	1.86896299800637	1.99068072523073e-18	9.44260135133536e-17
ENSG00000013725	CD6	1.56581221238571	3.69300933591845e-17	1.06000589792433e-15	1.75163182330542	1.99475578328099e-18	9.44260135133536e-17
ENSG00000008394	MGST1	-1.69740108401885	4.13865246035423e-21	1.91976198166565e-19	-1.67287059972661	2.12343075912482e-18	1.00288669557666e-16
ENSG00000114850	SSR3	-0.575239129172532	2.82614027258014e-20	1.18407300412274e-18	-0.580800691406441	2.1824910399429e-18	1.02844322678125e-16
ENSG00000169248	CXCL11	2.00830163614552	4.48525788474442e-14	8.4047019028741e-13	2.52791401587401	2.27005489820812e-18	1.06728531311455e-16
ENSG00000135116	HRK	2.30140481163929	4.13243585030881e-29	5.08142895889156e-27	1.85384160564946	2.65218176594873e-18	1.24413068348037e-16
ENSG00000076344	RGS11	0.981466457771827	1.60603180101245e-15	3.60810236290159e-14	1.16011581461124	2.94682276693035e-18	1.37923252071125e-16
ENSG00000110514	MADD	-0.374652994490109	1.75777091609727e-11	2.26041073065701e-10	-0.530990172892162	3.18674986302968e-18	1.48817637985663e-16
ENSG00000143320	CRABP2	1.38790958634506	1.49533497528123e-15	3.37400175041468e-14	1.6355098976447	3.35303285865594e-18	1.56231784385043e-16
ENSG00000146592	CREB5	1.14498196781685	4.33158055933247e-25	3.32157105547927e-23	1.00823811551051	3.36753243253455e-18	1.56556356779643e-16
ENSG00000162373	BEND5	0.768136425442151	3.26002078617491e-18	1.05524130774923e-16	0.822307889159895	3.45318229548607e-18	1.5994088022812e-16
ENSG00000139410	SDSL	1.3284066176277	1.20440451782541e-14	2.45139375954259e-13	1.62252713434863	3.45572663598604e-18	1.5994088022812e-16
ENSG00000105835	NAMPT	-1.11677728245746	7.99927059676295e-20	3.14834928544187e-18	-1.13534610863264	3.51039713925483e-18	1.62110139890788e-16
ENSG00000223802	CERS1	1.39895768004869	1.08765822644635e-10	1.2480743016997e-09	2.06804952338974	3.52377444669099e-18	1.62112461078901e-16
ENSG00000018280	SLC11A1	-1.91317162887124	2.03603718870119e-27	2.02444444107174e-25	-1.59338079807688	3.52604939163963e-18	1.62112461078901e-16
ENSG00000180772	AGTR2	2.30754471516301	1.18109119593013e-21	5.85781769513701e-20	2.22259907904009	3.55083536612464e-18	1.62891632987718e-16
ENSG00000149599	DUSP15	1.19865536591798	4.67268805461638e-19	1.68581823720457e-17	1.24680917350313	3.77676642914862e-18	1.72874412255809e-16
ENSG00000115590	IL1R2	-2.51958140378447	3.32872228304098e-30	4.61161185092497e-28	-1.97127892154277	4.00184924565156e-18	1.82774569612934e-16
ENSG00000137393	RNF144B	-0.795211874507778	8.57427009178076e-23	4.8816960760903e-21	-0.740350342571704	4.24914183369788e-18	1.93643457118587e-16
ENSG00000137819	PAQR5	-1.46116074621099	1.21136432689128e-20	5.28852144477471e-19	-1.4440184696353	4.50744548128554e-18	2.04965480408304e-16
ENSG00000115592	PRKAG3	2.332346109367	5.41584448129775e-35	1.52090086710606e-32	1.65786012692927	4.65205508741613e-18	2.11079381597368e-16
ENSG00000120729	MYOT	-1.22522204962279	4.05025290891221e-16	9.97381499497115e-15	-1.40544587074012	4.81853490419232e-18	2.18156805760394e-16
ENSG00000230330	HMGN2P3	0.791781455695569	3.89881477045577e-17	1.11446038163468e-15	0.874457846266388	5.13370123577233e-18	2.31920533436054e-16
ENSG00000080644	CHRNA3	2.92416213711628	6.28266038663434e-32	1.09714256718192e-29	2.20039762803293	5.20500461981596e-18	2.34631672460728e-16
ENSG00000257259	LINC02388	-1.40948322565676	2.71063751633665e-11	3.39335892933686e-10	-2.00335707809649	5.23354440827779e-18	2.35407546208703e-16
ENSG00000070761	CFAP20	0.327711658207896	1.955574175279e-13	3.32559631231365e-12	0.41901416773886	5.37337464228096e-18	2.4117515862039e-16
ENSG00000142599	RERE	-0.356832174183518	3.46648599178399e-13	5.68563894200972e-12	-0.46140375024752	5.40035143129946e-18	2.41863584253953e-16
ENSG00000198722	UNC13B	-0.287291601097175	4.58735953377832e-09	4.06004763507015e-08	-0.467040488160315	5.48227415862923e-18	2.44709363692495e-16
ENSG00000121895	TMEM156	1.09592879165054	1.86663059275793e-09	1.74653085763631e-08	1.73571547329137	5.48744350515869e-18	2.44709363692495e-16
ENSG00000108272	NA	0.574295664933913	2.66900622486439e-18	8.7345855683318e-17	0.608783396519437	5.56558481397998e-18	2.47662565351859e-16
ENSG00000172819	RARG	0.524050374495864	6.24983150613417e-13	9.8841513340163e-12	0.684977316495903	5.81660065776249e-18	2.58279440745646e-16
ENSG00000103415	HMOX2	-1.03782344850639	9.66611007817093e-29	1.1381271175701e-26	-0.832916198829569	5.93331830763618e-18	2.62900400321935e-16
ENSG00000149547	EI24	-0.346309543150426	1.179326381879e-22	6.64162101404542e-21	-0.321627095863208	6.48996080809049e-18	2.86952926708359e-16
ENSG00000151092	NGLY1	-0.33697260008379	1.78884875341758e-16	4.68187228523562e-15	-0.37940806829349	6.99185120873e-18	3.08487600782629e-16
ENSG00000173402	DAG1	-0.412198209688427	1.05076975955566e-17	3.20176633039973e-16	-0.444264041091049	7.03334924221773e-18	3.09661081785014e-16
ENSG00000126861	OMG	1.29121718175462	5.14324196385164e-14	9.57721426978502e-13	1.60250632535526	7.15928387044747e-18	3.14539277191901e-16
ENSG00000026950	BTN3A1	0.980465939473859	1.41459072176646e-21	6.9331626860917e-20	0.935959370975688	7.62379995247083e-18	3.34240900447882e-16
ENSG00000196616	ADH1B	-1.47711209793083	6.37648442602057e-19	2.26512346764331e-17	-1.52631105456841	7.97713576830227e-18	3.48995491370715e-16
ENSG00000118900	UBN1	-0.608126639024388	5.58725364243527e-18	1.76068942553545e-16	-0.647730200635467	8.33951798378658e-18	3.64083031977036e-16
ENSG00000143603	KCNN3	1.35194227862163	2.76181308072792e-34	6.52195882165988e-32	0.964844894555931	8.65858230491141e-18	3.77220123434725e-16
ENSG00000143753	DEGS1	-0.570589846348408	2.73687018603781e-23	1.66788561102791e-21	-0.518794726591091	8.67846436679853e-18	3.77295330557406e-16
ENSG00000198464	ZNF480	-0.364576749832525	3.89651273209543e-15	8.39102912804924e-14	-0.430631501888382	8.75011228243286e-18	3.79616040378366e-16
ENSG00000147168	IL2RG	0.726527474446874	1.28999070673275e-08	1.05957695164479e-07	1.21021807506397	8.94579440039747e-18	3.86684226685003e-16
ENSG00000164050	PLXNB1	-0.568733862957307	4.72686888936838e-15	1.01371581413792e-13	-0.673813686169352	8.95024844980928e-18	3.86684226685003e-16
ENSG00000118137	APOA1	1.61943349252552	1.52838769614479e-13	2.64238142375915e-12	2.0448040339897	9.09438801643524e-18	3.92096426077885e-16
ENSG00000103196	CRISPLD2	-0.876192013155533	4.4931530520857e-20	1.8236760463944e-18	-0.871479052046295	9.28796995350179e-18	3.99188987601867e-16
ENSG00000204622	HLA-J	0.873041511618298	2.16141435028211e-10	2.36277494020055e-09	1.29462450421324	9.29731341125565e-18	3.99188987601867e-16
ENSG00000131943	C19orf12	-0.511348321068363	9.46696514914595e-28	9.92912626224665e-26	-0.416558693339262	9.55298981430433e-18	4.09320992435172e-16
ENSG00000123500	COL10A1	2.67271310493818	2.61265866253307e-25	2.02588282336193e-23	2.30493099904935	9.68856522317332e-18	4.14275872227911e-16
ENSG00000122378	PRXL2A	-0.531263275342692	1.38220696595096e-21	6.7904593284697e-20	-0.504999846332165	9.96412039694403e-18	4.25183544083971e-16
ENSG00000117143	UAP1	-0.665641440551836	9.03579825155918e-20	3.52294415507788e-18	-0.667274755402685	1.02202605641514e-17	4.35219743409079e-16
ENSG00000051382	PIK3CB	-0.487540609039861	1.59348262353993e-13	2.74578461026395e-12	-0.614560527671381	1.07653117341729e-17	4.57492726273717e-16
ENSG00000175874	CREG2	1.82920620229837	1.97160245734794e-20	8.43042606299331e-19	1.79481551324306	1.12428209050473e-17	4.76810329036303e-16
ENSG00000235387	SPAAR	-0.78465346867276	1.0637644645037e-21	5.32676851490397e-20	-0.742041407432851	1.1344155004351e-17	4.80128075652582e-16
ENSG00000176293	ZNF135	0.490737586256467	3.1687849032831e-20	1.31176332818976e-18	0.484406618011851	1.13766696498686e-17	4.8052555283317e-16
ENSG00000112031	MTRF1L	-0.474525963440144	7.40703310380161e-14	1.34081493841552e-12	-0.588815283761688	1.15373997334505e-17	4.8526022415335e-16
ENSG00000228794	LINC01128	-0.782718925168105	3.53174204279347e-15	7.66107843332892e-14	-0.919166979232733	1.15496900527448e-17	4.8526022415335e-16
ENSG00000126353	CCR7	1.25029999186283	8.74123846405693e-10	8.64184950150177e-09	1.91763596743051	1.15588186784037e-17	4.8526022415335e-16
ENSG00000258675	LINC02308	1.41993209396493	4.73608001662468e-17	1.34270776023844e-15	1.55351049332246	1.1900207131113e-17	4.98585089499315e-16
ENSG00000165698	SPACA9	0.727627610254485	1.01513379590998e-14	2.08866291215894e-13	0.869871482326783	1.20903229391746e-17	5.05531189132773e-16
ENSG00000135426	TESPA1	1.15713452454863	6.12353339619835e-22	3.1733951996608e-20	1.08552569131349	1.24005457517092e-17	5.17461327843914e-16
ENSG00000163364	LINC01116	1.3789378677851	1.31200551888027e-17	3.9514183605581e-16	1.47832349708448	1.25903001422339e-17	5.2432670792738e-16
ENSG00000271984		-2.25234100829204	1.38751189472284e-16	3.68719752995336e-15	-2.50038529981179	1.38139614266234e-17	5.74135864813321e-16
ENSG00000189221	MAOA	-0.558628374916747	9.42218029082972e-12	1.25514313220341e-10	-0.763698510312809	1.41061549591681e-17	5.8510979282729e-16
ENSG00000227039	ITGB2-AS1	1.20662591604803	5.37547140641208e-15	1.14103852192696e-13	1.42217551386872	1.47415738475379e-17	6.10248299055148e-16
ENSG00000167699	GLOD4	0.435168887520138	3.51458581465564e-28	3.926699344858e-26	0.348303694735389	1.63577136112749e-17	6.75680057957935e-16
ENSG00000197093	GAL3ST4	0.879488524310451	3.14976133112881e-17	9.10364259001222e-16	0.951635064092994	1.64174754230061e-17	6.75680057957935e-16
ENSG00000172061	LRRC15	1.69465505052988	5.77538469435622e-16	1.38910033950714e-14	1.92010221653474	1.64197309690947e-17	6.75680057957935e-16
ENSG00000143816	WNT9A	2.23115568014962	1.26469365221844e-25	1.01866661964153e-23	1.89417433383695	1.66039002933098e-17	6.81908403152708e-16
ENSG00000138381	ASNSD1	-0.363749498903466	2.89705347444863e-16	7.33296811845518e-15	-0.407348037733948	1.69246640586348e-17	6.93710934521674e-16
ENSG00000182902	SLC25A18	-1.62713429188776	2.19998843671559e-20	9.33019585783403e-19	-1.58781965594506	1.78293863401754e-17	7.29355270738555e-16
ENSG00000172508	CARNS1	1.10109545401755	2.61331063640829e-18	8.57933780966834e-17	1.14530910655244	1.95304967145055e-17	7.97373776471784e-16
ENSG00000232110		1.8123317781921	1.2855306794899e-19	4.91981824134062e-18	1.80740948926025	1.98012884793409e-17	8.06844266449379e-16
ENSG00000172057	ORMDL3	0.478728173374778	2.37554863293666e-18	7.84837458522365e-17	0.497130046438022	1.98968896718476e-17	8.09153159042398e-16
ENSG00000140022	STON2	0.82780308934716	1.11858262465276e-19	4.32872728545791e-18	0.823829337108416	2.00966658116759e-17	8.15681273891479e-16
ENSG00000211829	TRDC	1.76493088065359	1.07025481809273e-16	2.88095406409133e-15	1.93989018186792	2.0400107838976e-17	8.26383315792905e-16
ENSG00000004139	SARM1	0.508344763554794	1.06228579338323e-26	9.89926505484165e-25	0.419322313874101	2.06368950568367e-17	8.34348864155881e-16
ENSG00000140450	ARRDC4	-0.840980093427465	1.3400153745205e-12	2.02965448235499e-11	-1.0955461008546	2.09948758930747e-17	8.47173817347546e-16
ENSG00000073008	PVR	-0.799090470821842	1.26477428669715e-22	7.10358768969013e-21	-0.72950113128846	2.17164658012e-17	8.745927825867e-16
ENSG00000121898	CPXM2	1.46087326329211	9.1193791031789e-24	5.99714611212534e-22	1.29336504724327	2.23652900204805e-17	8.98980835426705e-16
ENSG00000160200	CBS	-0.886998209705139	4.85877567649684e-12	6.8269247689845e-11	-1.18557342024573	2.37608431953867e-17	9.51823594290125e-16
ENSG00000104472	CHRAC1	-0.427186680613783	1.65197947361959e-20	7.12236212474869e-19	-0.413523536765178	2.37715434982231e-17	9.51823594290125e-16
ENSG00000198574	SH2D1B	1.50909387788642	2.87541366765525e-15	6.30316154298984e-14	1.74572680142332	2.48070045006975e-17	9.91373770248067e-16
ENSG00000260000		1.13913305626776	1.43271818732697e-21	7.00548627078629e-20	1.06830487006936	2.52262907646546e-17	1.00619491051879e-15
ENSG00000110092	CCND1	0.642548764718626	2.28689402878737e-22	1.25063012663764e-20	0.589025283617516	2.62345324122099e-17	1.04426811809052e-15
ENSG00000138311	ZNF365	2.35624549971991	1.35897773609784e-32	2.63933797512609e-30	1.70824871715516	2.62813255262665e-17	1.04426811809052e-15
ENSG00000180739	S1PR5	1.57031778392193	3.32694559269077e-14	6.33705374534435e-13	1.89562556911487	2.6558631286495e-17	1.0530900255628e-15
ENSG00000153823	PID1	-0.57760179104811	5.46515238951694e-15	1.15535434187743e-13	-0.674943263020825	2.66046996497027e-17	1.0530900255628e-15
ENSG00000124151	NCOA3	-0.632984489865709	6.20980368692475e-13	9.8433203980155e-12	-0.808578461331539	2.68807303470335e-17	1.06199326490818e-15
ENSG00000164283	ESM1	2.13971938373361	1.04707660554571e-18	3.56709818685991e-17	2.18574597973782	2.73032600780587e-17	1.07663955916914e-15
ENSG00000116138	DNAJC16	-0.296309565502069	6.61802523388393e-11	7.80086116763142e-10	-0.419396687816777	2.89343200044242e-17	1.13776241974782e-15
ENSG00000120833	SOCS2	0.549187863572811	2.03101035784833e-15	4.52373271666089e-14	0.630050625200862	2.89628179609544e-17	1.13776241974782e-15
ENSG00000165609	NUDT5	-0.38046362376585	1.0983391361689e-15	2.53606506541398e-14	-0.431780349390442	2.98434975062848e-17	1.17014664467567e-15
ENSG00000121933	TMIGD3	-1.66864751575169	5.74398285250121e-26	4.8131333732995e-24	-1.3897448378612	3.41478969011682e-17	1.33639820245419e-15
ENSG00000054392	HHAT	0.778201049662902	1.03040502174237e-20	4.55592484187834e-19	0.744252728344721	3.53433696857203e-17	1.38058376962209e-15
ENSG00000181045	SLC26A11	0.643814162049919	4.59069489460427e-18	1.45870383187724e-16	0.669011310699807	3.5628987388958e-17	1.38912943138825e-15
ENSG00000157538	VPS26C	-0.332277531875324	2.5920200562166e-14	5.05298018651381e-13	-0.397461440576828	3.578287200337e-17	1.39251659756935e-15
ENSG00000235257	ITGA9-AS1	0.756879237255125	2.91006169075949e-26	2.58435863229371e-24	0.625490098553874	3.58914089338341e-17	1.39412966178319e-15
ENSG00000124440	HIF3A	-0.870906052600448	6.30606396656205e-16	1.50282471661842e-14	-0.976411630536811	3.62258034078315e-17	1.40449332204878e-15
ENSG00000134294	SLC38A2	-0.76416934805628	7.08490613414331e-14	1.29037190511509e-12	-0.930933743238121	3.69001901598137e-17	1.42797551529067e-15
ENSG00000273145		1.00602234816838	3.36590888189949e-12	4.83727195537713e-11	1.32337963736224	4.0056990309043e-17	1.54626213160655e-15
ENSG00000163040	CCDC74A	0.785846162597638	2.68965024967256e-12	3.92235942725932e-11	1.02874821330049	4.01056392346822e-17	1.54626213160655e-15
ENSG00000185614	INKA1	0.96063071689552	5.15268213406482e-07	3.21073125721142e-06	1.78023391485482	4.13791322473847e-17	1.59240693932019e-15
ENSG00000171101	SIGLEC17P	1.70297335694976	3.51158874895419e-19	1.29387102468115e-17	1.70229707307862	4.17193251864783e-17	1.602531047505e-15
ENSG00000231389	HLA-DPA1	0.805196915108461	2.55984430789669e-17	7.46088703539987e-16	0.856061122203521	4.24497044071368e-17	1.62757805772087e-15
ENSG00000167261	DPEP2	0.955281437591143	1.68723259000146e-12	2.53157981608811e-11	1.23625326053172	4.44730265749023e-17	1.7020146689743e-15
ENSG00000144681	STAC	1.01008554183031	7.80560483433485e-19	2.71251294418583e-17	1.01922888552422	4.65003734368661e-17	1.77633136101381e-15
ENSG00000149571	KIRREL3	1.40301449733728	5.24324032114781e-17	1.47641974408906e-15	1.50570238450517	4.70952753955874e-17	1.79575581283615e-15
ENSG00000135362	PRR5L	0.950491363932279	5.90213283220659e-16	1.41630741785318e-14	1.05928428382315	4.97965895359373e-17	1.89528008634856e-15
ENSG00000162852	CNST	-0.505959825403258	1.92551969095221e-13	3.28524012296207e-12	-0.624875130225735	5.29112207289858e-17	2.01014273851746e-15
ENSG00000125046	SSUH2	1.11876856792954	1.96895685918133e-20	8.43042606299331e-19	1.07185782209892	5.41347619709606e-17	2.0528731542309e-15
ENSG00000249816	LINC00964	-1.85763129727081	4.73049563988817e-22	2.50776606868664e-20	-1.69702450445365	5.79307997104523e-17	2.19282322182679e-15
ENSG00000114423	CBLB	-0.546866033544262	2.37270193892246e-10	2.5828768461366e-09	-0.790516446639403	5.86691737150909e-17	2.21673472540601e-15
ENSG00000272688		-0.647881463867934	1.87519427696986e-13	3.20991863836167e-12	-0.797749175767354	6.2142658064642e-17	2.34371429626375e-15
ENSG00000130032	PRRG3	0.85894299751657	4.33646994640288e-11	5.24846720769937e-10	1.18931044357438	6.23288983823325e-17	2.34647977768705e-15
ENSG00000136731	UGGT1	-0.283599322962154	1.52126242473979e-07	1.04094021891727e-06	-0.498378602627708	6.41769153496826e-17	2.41168260014784e-15
ENSG00000180999	C1orf105	-2.44741151743878	1.12664059323744e-32	2.20874699698748e-30	-1.74515124190797	6.972180305981e-17	2.61532272452331e-15
ENSG00000160111	CPAMD8	-1.35377586378793	1.10326429499699e-28	1.27371862857402e-26	-1.0480929633918	6.98566090673644e-17	2.61565800545748e-15
ENSG00000134453	RBM17	-0.293216083403619	5.63748926349934e-22	2.94353428102462e-20	-0.267576084446754	7.11709639393146e-17	2.6600787798973e-15
ENSG00000147100	SLC16A2	0.769659321065962	7.4868262113653e-27	7.03998803160101e-25	0.620667396749614	7.17397775353011e-17	2.67443663308971e-15
ENSG00000113108	APBB3	0.696555286715205	2.18383715909232e-23	1.35469611949545e-21	0.611761324934998	7.18125037901956e-17	2.67443663308971e-15
ENSG00000248905	FMN1	-1.12909942339163	6.09938797918141e-15	1.28161154292587e-13	-1.30183501899628	7.20087584265717e-17	2.67694813750015e-15
ENSG00000086288	NME8	1.41826005021885	9.86771523595052e-14	1.75867058592013e-12	1.7205502095561	7.27823561429083e-17	2.70087525536746e-15
ENSG00000015475	BID	-0.799416673903615	7.86991076778194e-31	1.19375631872465e-28	-0.59089832266667	7.39876764729073e-17	2.74070927768892e-15
ENSG00000172292	CERS6	-0.494431592952091	3.19660952143916e-11	3.95409181339447e-10	-0.677227495399595	7.84800753265713e-17	2.90194741167523e-15
ENSG00000168280	KIF5C	-0.731407963501756	7.37450524128117e-10	7.37841085310853e-09	-1.08430235781488	7.93297487065336e-17	2.92815543138628e-15
ENSG00000124491	F13A1	-1.09170232535306	9.57775029910877e-15	1.97651667294716e-13	-1.26629767023264	8.17387088673414e-17	3.01172359746848e-15
ENSG00000211689	TRGC1	1.48066725417351	1.10130864729424e-14	2.25258809049426e-13	1.7195444081428	8.87334083540797e-17	3.26366187434713e-15
ENSG00000081803	CADPS2	-0.825766780042454	2.44733734630391e-20	1.03370157303946e-18	-0.786804872123991	9.2369920830389e-17	3.39141223458713e-15
ENSG00000227191	TRGC2	1.3733365627048	2.77355909064698e-12	4.03340318143701e-11	1.7743829490515	9.74984471543444e-17	3.57339546792669e-15
ENSG00000171885	AQP4	-2.19599052939089	1.07432774183205e-16	2.88817655925121e-15	-2.35609859983142	9.83142274664109e-17	3.59695063552726e-15
ENSG00000269899	NA	-0.837171367178051	1.5616849306963e-08	1.26130487931596e-07	-1.3515140646412	1.03688317316578e-16	3.78690144491353e-15
ENSG00000180730	SHISA2	2.06691739205577	6.69615396824335e-27	6.35400801890708e-25	1.6548165851023	1.05891261841782e-16	3.86057247777907e-15
ENSG00000145020	AMT	0.708077136930205	2.39348729949152e-15	5.30833079730343e-14	0.798369473709245	1.06458995866396e-16	3.87447354308156e-15
ENSG00000126016	AMOT	0.708544725872265	1.68956066059709e-24	1.23195649431116e-22	0.600928108093791	1.07824003079392e-16	3.91729127271478e-15
ENSG00000119917	IFIT3	0.764779871403208	3.58828472792809e-12	5.13554717156155e-11	0.991098736924142	1.14572984306674e-16	4.15522022142582e-15
ENSG00000235999	NA	0.969783476190193	4.51850725534814e-23	2.64504504995464e-21	0.852391480853743	1.16395470675931e-16	4.21396215351311e-15
ENSG00000115112	TFCP2L1	-1.25537508601683	1.70488437707261e-14	3.39544598675165e-13	-1.46178381767217	1.23578959078095e-16	4.46625104104678e-15
ENSG00000177663	IL17RA	-0.478936902211876	3.5318315260614e-18	1.13614537063594e-16	-0.486122545011506	1.26419662577244e-16	4.56098438891965e-15
ENSG00000073282	TP63	1.06089318456399	8.35737987652536e-15	1.72982780093699e-13	1.21904229389471	1.27473378073561e-16	4.59102993023687e-15
ENSG00000204934	ATP6V0E2-AS1	0.630836315247848	2.40929995689367e-13	4.05078174791322e-12	0.771752603443455	1.2857977340678e-16	4.62286552104895e-15
ENSG00000100448	CTSG	2.19166270637191	4.24788669547173e-23	2.51496676406262e-21	1.92188927544593	1.28907764173776e-16	4.62665327684843e-15
ENSG00000198088	NUP62CL	1.23715021005827	3.81847630461859e-19	1.39788211157156e-17	1.21610281448099	1.31670707856837e-16	4.71767065512575e-15
ENSG00000114646	CSPG5	0.840958098055445	2.27352235211395e-09	2.10450191533541e-08	1.27519324325441	1.38554538017061e-16	4.95576911279266e-15
ENSG00000271551		1.22606881373305	5.29525773313764e-25	4.01608580118005e-23	1.02250366960212	1.41192238334459e-16	5.04143626259174e-15
ENSG00000102935	ZNF423	0.598629923909966	3.14027586958758e-14	6.01456892588936e-13	0.702946953135742	1.4707350182382e-16	5.24242614305456e-15
ENSG00000102984	ZNF821	0.618031685561185	2.43516760772716e-16	6.23216971135199e-15	0.667129573183461	1.52609483894237e-16	5.43044124110642e-15
ENSG00000110900	TSPAN11	1.02314033777616	1.26616798226516e-16	3.36904440966098e-15	1.09272252232308	1.54806203159923e-16	5.49600629929836e-15
ENSG00000067601	PMS2P4	0.600404383434181	4.2595171036051e-21	1.97142594498925e-19	0.55488880475218	1.54997595371268e-16	5.49600629929836e-15
ENSG00000158445	KCNB1	-1.20643542247483	6.86184282582919e-18	2.13147915939546e-16	-1.23244333869895	1.5524545005958e-16	5.49600629929836e-15
ENSG00000163590	PPM1L	-0.641580111249459	5.23245064220651e-14	9.73460669612296e-13	-0.759827571377693	1.56436466092397e-16	5.52875204398998e-15
ENSG00000173715	C11orf80	1.27045691447417	2.43550573351038e-34	5.8174993848367e-32	0.865627036934555	1.66406219504325e-16	5.87111654926888e-15
ENSG00000182916	TCEAL7	0.780652147687571	3.76555390227717e-17	1.07933759507892e-15	0.816960502814245	1.69756984319174e-16	5.979186256164e-15
ENSG00000271538	LINC02427	1.62343533361131	8.96189420378496e-15	1.85310570595876e-13	1.85810799176064	1.76672834975095e-16	6.20703183456044e-15
ENSG00000166086	JAM3	0.490084551354919	2.01558846223766e-31	3.32428125664768e-29	0.353038612316794	1.76823196480428e-16	6.20703183456044e-15
ENSG00000143171	RXRG	1.33808619787135	1.9860649377391e-20	8.47482863884112e-19	1.25836779827602	1.78168575196583e-16	6.24371190752139e-15
ENSG00000141449	GREB1L	-0.694381193081565	5.26811036649438e-11	6.31717262124176e-10	-0.949324301910526	1.87895329888204e-16	6.57348964714944e-15
ENSG00000036530	CYP46A1	0.726404445985098	4.4850094247505e-16	1.09779718322427e-14	0.788069988499197	2.07007665081182e-16	7.22996014798661e-15
ENSG00000169291	SHE	-0.584323846463153	5.54871913361186e-15	1.16945164620272e-13	-0.661237722703818	2.1179227074673e-16	7.38465633957683e-15
ENSG00000116254	CHD5	1.86535250665105	9.79744099823258e-22	4.91788940541718e-20	1.68315938344832	2.22174227240614e-16	7.73219655050219e-15
ENSG00000213996	TM6SF2	1.22792233250829	1.12274389713295e-17	3.40112841491543e-16	1.25632518823178	2.22503899581363e-16	7.73219655050219e-15
ENSG00000181847	TIGIT	1.2667976744211	5.44265082510671e-11	6.51519163574554e-10	1.72843282436907	2.23722444707701e-16	7.76156281046868e-15
ENSG00000230102	LINC02028	1.81434424087414	1.5949884303111e-30	2.28589341864103e-28	1.3254862489174	2.31278207969345e-16	8.01032073301827e-15
ENSG00000253522	MIR3142HG	1.16158210588238	1.61419854737158e-12	2.42901231085655e-11	1.46259787180375	2.3954589632415e-16	8.27677806353826e-15
ENSG00000183715	OPCML	1.74033846998249	2.39687311039079e-22	1.30391152112646e-20	1.54204605930758	2.39768076331747e-16	8.27677806353826e-15
ENSG00000118855	MFSD1	-0.571289796901924	6.62644977479652e-20	2.61795157357503e-18	-0.543042333974469	2.44638943108836e-16	8.43091521848211e-15
ENSG00000146021	KLHL3	-0.430868894596315	6.45967852544304e-07	3.9540082308463e-06	-0.783359025315574	2.48188758530648e-16	8.53909038249237e-15
ENSG00000250878	METTL21EP	1.32479011528843	1.30915888997846e-15	2.97654604952324e-14	1.45789051358767	2.57414914979447e-16	8.84188322014525e-15
ENSG00000255458	SMIM14-DT	1.08479359590409	1.09620188910284e-21	5.449801784078e-20	0.977536792000096	2.62899069647946e-16	9.01535572005604e-15
ENSG00000162747	FCGR3B	1.89539341161385	8.19816063633968e-17	2.23577396566634e-15	1.99277239542189	2.69435241726055e-16	9.22427307793928e-15
ENSG00000186466	AQP7P1	-1.09005409914285	4.49919242642434e-23	2.64117846930859e-21	-0.944599884051703	2.82554410283015e-16	9.65750526330813e-15
ENSG00000129048	ACKR4	1.37996407958244	1.74010639092632e-23	1.10247411310488e-21	1.18284564375968	2.83109476871843e-16	9.6605879127648e-15
ENSG00000224165	DNAJC27-AS1	1.27359940740881	7.53688899026874e-17	2.06084329087862e-15	1.33569302663642	2.89965072256342e-16	9.87830191239186e-15
ENSG00000105290	APLP1	0.704552052620116	1.73251907889285e-10	1.9212101909537e-09	0.98383816897242	3.13941435143951e-16	1.06670376570484e-14
ENSG00000229221	HNRNPA1P66	2.37330577796316	6.17484036139069e-24	4.15273001780129e-22	2.00731930100722	3.14144028011819e-16	1.06670376570484e-14
ENSG00000101276	SLC52A3	-0.875975720070135	1.68935175019848e-16	4.43274526106117e-15	-0.92907937463246	3.1743406608611e-16	1.07611701914118e-14
ENSG00000166106	ADAMTS15	-1.00864294471267	7.2211574322606e-25	5.41743222381976e-23	-0.833015392543347	3.19662122611824e-16	1.08190530455966e-14
ENSG00000135409	AMHR2	1.44129811281838	1.05069464251192e-13	1.86619533043079e-12	1.70899091774939	3.3089992321302e-16	1.11811891126663e-14
ENSG00000044446	PHKA2	-0.5211001741449	3.69525671321645e-16	9.16361930278653e-15	-0.558801922215221	3.5018754629647e-16	1.18137133110178e-14
